DocumentID,Text,Label,LabelType,LabelName,DocumentType,LengthCharacters,HasEmoji,cleaned_text,tokens,LabelMapped
53498,"I have a bad back (4 surgeries) and use a cane for balance. My usual cane is expensive and I wanted a less expensive substitute. It was a mistake. The cane is light and cheap, which are the only things good about it. First, the wrist strap fell off. The “metal” O ring holding it on had less durability than the aluminum they use for soda cans. Next, when I dropped it after the strap came off, I had to bend down and pick it up. I did so very carefully but I started to lose my balance. I had the cane in hand but it was too cheap to really help me and I ended up falling down, luckily without injury. If you need a cane, get a decent wooden one made of oak/hickory that has some heft to it. They are worth the money. I got my good cane from Cane Masters and it has been worth every penny.",2,StarRating,2 Stars,Review,790,0,i have a bad back surgeries and use a cane for balance my usual cane is expensive and i wanted a less expensive substitute it was a mistake the cane is light and cheap which are the only things good about it first the wrist strap fell off the metal o ring holding it on had less durability than the aluminum they use for soda cans next when i dropped it after the strap came off i had to bend down and pick it up i did so very carefully but i started to lose my balance i had the cane in hand but it was too cheap to really help me and i ended up falling down luckily without injury if you need a cane get a decent wooden one made of oakhickory that has some heft to it they are worth the money i got my good cane from cane masters and it has been worth every penny,"['bad', 'back', 'surgeries', 'use', 'cane', 'balance', 'usual', 'cane', 'expensive', 'wanted', 'less', 'expensive', 'substitute', 'mistake', 'cane', 'light', 'cheap', 'things', 'good', 'first', 'wrist', 'strap', 'fell', 'metal', 'ring', 'holding', 'less', 'durability', 'aluminum', 'use', 'soda', 'cans', 'next', 'dropped', 'strap', 'came', 'bend', 'pick', 'carefully', 'started', 'lose', 'balance', 'cane', 'hand', 'cheap', 'really', 'help', 'ended', 'falling', 'luckily', 'without', 'injury', 'need', 'cane', 'get', 'decent', 'wooden', 'one', 'made', 'oakhickory', 'heft', 'worth', 'money', 'got', 'good', 'cane', 'cane', 'masters', 'worth', 'every', 'penny']",-1
142049,"As others I ran into the glue let go as soon as it was parked in the hot sun. I tried contact cement on the velcro strips and still it let go as soon as it got hot. So super glue (now lock tight) works. Only have done 3 of the strips but can see the difference. Of course I""'m stuck cleaning the old clue off with alcohol and it's painfully slow but still cleaner looking when done than adding holes and using the screws from the rack.",4,StarRating,4 Stars,Review,435,0,as others i ran into the glue let go as soon as it was parked in the hot sun i tried contact cement on the velcro strips and still it let go as soon as it got hot so super glue now lock tight works only have done of the strips but can see the difference of course im stuck cleaning the old clue off with alcohol and its painfully slow but still cleaner looking when done than adding holes and using the screws from the rack,"['others', 'ran', 'glue', 'let', 'go', 'soon', 'parked', 'hot', 'sun', 'tried', 'contact', 'cement', 'velcro', 'strips', 'still', 'let', 'go', 'soon', 'got', 'hot', 'super', 'glue', 'lock', 'tight', 'works', 'done', 'strips', 'see', 'difference', 'course', 'im', 'stuck', 'cleaning', 'old', 'clue', 'alcohol', 'painfully', 'slow', 'still', 'cleaner', 'looking', 'done', 'adding', 'holes', 'using', 'screws', 'rack']",1
102443,Do not buy this. Not very attractive. Not what I expected .,3,StarRating,3 Stars,Review,59,0,do not buy this not very attractive not what i expected,"['buy', 'attractive', 'expected']",0
88043,I bought this? I don't even remember.,3,StarRating,3 Stars,Review,37,0,i bought this i dont even remember,"['bought', 'dont', 'even', 'remember']",0
159872,All is good but doesn't work on rough tiles,4,StarRating,4 Stars,Review,43,0,all is good but doesnt work on rough tiles,"['good', 'doesnt', 'work', 'rough', 'tiles']",1
6951,Not what I expected at all. It’s basically just a notebook to write in.,1,StarRating,1 Star,Review,71,0,not what i expected at all its basically just a notebook to write in,"['expected', 'basically', 'notebook', 'write']",-1
164576,The slots are a bit small for my liking but this case is amazing and my 3 and 7 year old fight over who gets to use it. Guess I’ll have to get another one.,5,StarRating,5 Stars,Review,155,0,the slots are a bit small for my liking but this case is amazing and my and year old fight over who gets to use it guess ill have to get another one,"['slots', 'bit', 'small', 'liking', 'case', 'amazing', 'year', 'old', 'fight', 'gets', 'use', 'guess', 'ill', 'get', 'another', 'one']",1
208188,Consistently on a Thursday at the perfect midway point 6 months before St Patricks day rolls around again. #toarthur,1,Sentiment,Positive,Tweet,116,0,consistently on a thursday at the perfect midway point months before st patricks day rolls around again toarthur,"['consistently', 'thursday', 'perfect', 'midway', 'point', 'months', 'st', 'patricks', 'day', 'rolls', 'around', 'toarthur']",1
238236,Hopefully my newlook PS4 will be here tomorrow with Until Dawn :D,1,Sentiment,Positive,Tweet,65,0,hopefully my newlook ps will be here tomorrow with until dawn d,"['hopefully', 'newlook', 'ps', 'tomorrow', 'dawn']",1
107185,"This cardigan is okay. The design along the openings is nice and the pockets are always a bonus! It fits a little small in the arm openings and isn't particulary longer than any other cardigan I've bought, so maybe don't let that part of the description headline influence your decision to buy. I think the major drawback is that it leaves fuzzies. Everywhere. At first I thought it was just because I chose to wear a navy shirt under it, and being that I ordered the Khaki color, it was just a poor color combo choice. Nope. Fuzzies in my hair, all over my desk, all over my desk chair, and I'm sure everywhere in between. I had to deduct one star for the smaller than expected fit, and the second for the fact that the sweater sheds everywhere. I will likely keep it because it isn't a bad sweater, and I'll hope that the fuzzies are just a result of it being a new sweater, and that this shedding will stop shortly.",3,StarRating,3 Stars,Review,918,0,this cardigan is okay the design along the openings is nice and the pockets are always a bonus it fits a little small in the arm openings and isnt particulary longer than any other cardigan ive bought so maybe dont let that part of the description headline influence your decision to buy i think the major drawback is that it leaves fuzzies everywhere at first i thought it was just because i chose to wear a navy shirt under it and being that i ordered the khaki color it was just a poor color combo choice nope fuzzies in my hair all over my desk all over my desk chair and im sure everywhere in between i had to deduct one star for the smaller than expected fit and the second for the fact that the sweater sheds everywhere i will likely keep it because it isnt a bad sweater and ill hope that the fuzzies are just a result of it being a new sweater and that this shedding will stop shortly,"['cardigan', 'okay', 'design', 'along', 'openings', 'nice', 'pockets', 'always', 'bonus', 'fits', 'little', 'small', 'arm', 'openings', 'isnt', 'particulary', 'longer', 'cardigan', 'ive', 'bought', 'maybe', 'dont', 'let', 'part', 'description', 'headline', 'influence', 'decision', 'buy', 'think', 'major', 'drawback', 'leaves', 'fuzzies', 'everywhere', 'first', 'thought', 'chose', 'wear', 'navy', 'shirt', 'ordered', 'khaki', 'color', 'poor', 'color', 'combo', 'choice', 'nope', 'fuzzies', 'hair', 'desk', 'desk', 'chair', 'im', 'sure', 'everywhere', 'deduct', 'one', 'star', 'smaller', 'expected', 'fit', 'second', 'fact', 'sweater', 'sheds', 'everywhere', 'likely', 'keep', 'isnt', 'bad', 'sweater', 'ill', 'hope', 'fuzzies', 'result', 'new', 'sweater', 'shedding', 'stop', 'shortly']",0
151102,These are good tasting not a very big packets for the price taste like a good plain potato chip,4,StarRating,4 Stars,Review,95,0,these are good tasting not a very big packets for the price taste like a good plain potato chip,"['good', 'tasting', 'big', 'packets', 'price', 'taste', 'like', 'good', 'plain', 'potato', 'chip']",1
220915,Think I may have an early night tonight and go to sleep after Styled To Rock!,0,Sentiment,Neutral,Tweet,77,0,think i may have an early night tonight and go to sleep after styled to rock,"['think', 'may', 'early', 'night', 'tonight', 'go', 'sleep', 'styled', 'rock']",0
195260,"I enjoyed this story, Wyatt is a sweetheart and Candice needs a man like him. Especially after what happened with her last boyfriend.",5,StarRating,5 Stars,Review,133,0,i enjoyed this story wyatt is a sweetheart and candice needs a man like him especially after what happened with her last boyfriend,"['enjoyed', 'story', 'wyatt', 'sweetheart', 'candice', 'needs', 'man', 'like', 'especially', 'happened', 'last', 'boyfriend']",1
235472,fortunefilmz Ighalo absence raises questions about Super Eagles forward options: Sunday Oliseh threw a major c... http://t.co/GTkqt7uLZ5,0,Sentiment,Neutral,Tweet,136,0,fortunefilmz ighalo absence raises questions about super eagles forward options sunday oliseh threw a major c httptcogtkqtulz,"['fortunefilmz', 'ighalo', 'absence', 'raises', 'questions', 'super', 'eagles', 'forward', 'options', 'sunday', 'oliseh', 'threw', 'major', 'c', 'httptcogtkqtulz']",0
236767,I just want it to be tomorrow.. but till then ALL THE RAMEN AND NARUTO! #believeit,1,Sentiment,Positive,Tweet,82,0,i just want it to be tomorrow but till then all the ramen and naruto believeit,"['want', 'tomorrow', 'till', 'ramen', 'naruto', 'believeit']",1
166345,Ideal replacement for the large elliptical trainer if portability and space are significant considerations.,5,StarRating,5 Stars,Review,107,0,ideal replacement for the large elliptical trainer if portability and space are significant considerations,"['ideal', 'replacement', 'large', 'elliptical', 'trainer', 'portability', 'space', 'significant', 'considerations']",1
52583,It's beautiful! Perfect for my mom's 80th birthday!,2,StarRating,2 Stars,Review,51,0,its beautiful perfect for my moms th birthday,"['beautiful', 'perfect', 'moms', 'th', 'birthday']",-1
181072,This bra is so comfortable. I feel like it gives me great support while sleeping. I wear a 36 DD and i ordered this in an Xl and it fits really well.,5,StarRating,5 Stars,Review,149,0,this bra is so comfortable i feel like it gives me great support while sleeping i wear a dd and i ordered this in an xl and it fits really well,"['bra', 'comfortable', 'feel', 'like', 'gives', 'great', 'support', 'sleeping', 'wear', 'dd', 'ordered', 'xl', 'fits', 'really', 'well']",1
120380,Works but not as nice to turn and use to tighten.,4,StarRating,4 Stars,Review,49,0,works but not as nice to turn and use to tighten,"['works', 'nice', 'turn', 'use', 'tighten']",1
164522,This little diffuser charges with a USB cable and last about 4-5 hours on a full charge. I use it at my workstation and get many compliments on the scents I diffuse and the look of this little gadget. It is a great little diffuser!,5,StarRating,5 Stars,Review,231,0,this little diffuser charges with a usb cable and last about hours on a full charge i use it at my workstation and get many compliments on the scents i diffuse and the look of this little gadget it is a great little diffuser,"['little', 'diffuser', 'charges', 'usb', 'cable', 'last', 'hours', 'full', 'charge', 'use', 'workstation', 'get', 'many', 'compliments', 'scents', 'diffuse', 'look', 'little', 'gadget', 'great', 'little', 'diffuser']",1
12506,"Sheesh, i couldn't sit through it. Just didnt keep my attention.",1,StarRating,1 Star,Review,64,0,sheesh i couldnt sit through it just didnt keep my attention,"['sheesh', 'couldnt', 'sit', 'didnt', 'keep', 'attention']",-1
245696,"1920: Irish War of Independence - the IRA killed 14 Brit. force members in Dublin ~ Brit. forces then killed 14 civilians ~ ""Bloody Sunday""",-1,Sentiment,Negative,Tweet,139,0,irish war of independence the ira killed brit force members in dublin brit forces then killed civilians bloody sunday,"['irish', 'war', 'independence', 'ira', 'killed', 'brit', 'force', 'members', 'dublin', 'brit', 'forces', 'killed', 'civilians', 'bloody', 'sunday']",-1
141559,so far its good. no rip.,4,StarRating,4 Stars,Review,24,0,so far its good no rip,"['far', 'good', 'rip']",1
193942,Fits my V perfect... Great case for 30$ !Carry it by hand or back pack too,5,StarRating,5 Stars,Review,74,0,fits my v perfect great case for carry it by hand or back pack too,"['fits', 'v', 'perfect', 'great', 'case', 'carry', 'hand', 'back', 'pack']",1
139435,I love this in my office.,4,StarRating,4 Stars,Review,25,0,i love this in my office,"['love', 'office']",1
14082,Very cheaply made. The bezel was scuffed and the numbers are printed on paper that's poorly glued on and curling up on the edges. Disappointing.,1,StarRating,1 Star,Review,144,0,very cheaply made the bezel was scuffed and the numbers are printed on paper thats poorly glued on and curling up on the edges disappointing,"['cheaply', 'made', 'bezel', 'scuffed', 'numbers', 'printed', 'paper', 'thats', 'poorly', 'glued', 'curling', 'edges', 'disappointing']",-1
247633,Christmas Family Twilight tomorrow from 4pm including our 'Young Brumbies' Club. Who will spot 'Bernie the... https://t.co/Riy500Pgrr,0,Sentiment,Neutral,Tweet,133,0,christmas family twilight tomorrow from pm including our young brumbies club who will spot bernie the httpstcoriypgrr,"['christmas', 'family', 'twilight', 'tomorrow', 'pm', 'including', 'young', 'brumbies', 'club', 'spot', 'bernie', 'httpstcoriypgrr']",0
10741,I have honestly gone through all 3 within 6 months. AND that is only because I did not replace the screen as soon as it was damaged or cracked. I would wait until the screen was REALLY bad. The first one that I put on cracked along the edges within the first 2 days. I should have returned them then. Don't waste your money.,1,StarRating,1 Star,Review,324,0,i have honestly gone through all within months and that is only because i did not replace the screen as soon as it was damaged or cracked i would wait until the screen was really bad the first one that i put on cracked along the edges within the first days i should have returned them then dont waste your money,"['honestly', 'gone', 'within', 'months', 'replace', 'screen', 'soon', 'damaged', 'cracked', 'would', 'wait', 'screen', 'really', 'bad', 'first', 'one', 'put', 'cracked', 'along', 'edges', 'within', 'first', 'days', 'returned', 'dont', 'waste', 'money']",-1
43811,Poor quality leather.,2,StarRating,2 Stars,Review,21,0,poor quality leather,"['poor', 'quality', 'leather']",-1
178376,I love my new Tarot card and very easy to understand,5,StarRating,5 Stars,Review,52,0,i love my new tarot card and very easy to understand,"['love', 'new', 'tarot', 'card', 'easy', 'understand']",1
86546,They do the job but are not a quality product. I noticed one of the containers has a crack in it. I didn’t notice it right away so I am not returning them.,3,StarRating,3 Stars,Review,155,0,they do the job but are not a quality product i noticed one of the containers has a crack in it i didnt notice it right away so i am not returning them,"['job', 'quality', 'product', 'noticed', 'one', 'containers', 'crack', 'didnt', 'notice', 'right', 'away', 'returning']",0
211649,Ryan\u2019s going to Amsterdam tomorrow :( wahhh but who the fuck even goes there,-1,Sentiment,Negative,Tweet,81,0,ryanus going to amsterdam tomorrow wahhh but who the fuck even goes there,"['ryanus', 'going', 'amsterdam', 'tomorrow', 'wahhh', 'fuck', 'even', 'goes']",-1
168295,This product was very well packaged and arrived in excellent condition. And we love it. It is so very easy to use and we have already used it a number of times. I would recommend this product to anyone and everyone.,5,StarRating,5 Stars,Review,215,0,this product was very well packaged and arrived in excellent condition and we love it it is so very easy to use and we have already used it a number of times i would recommend this product to anyone and everyone,"['product', 'well', 'packaged', 'arrived', 'excellent', 'condition', 'love', 'easy', 'use', 'already', 'used', 'number', 'times', 'would', 'recommend', 'product', 'anyone', 'everyone']",1
123412,"I like the water pressure and the different options. But his product seemed not well made when I took it out of the package, for the cost. But so far it has worked well.",4,StarRating,4 Stars,Review,169,0,i like the water pressure and the different options but his product seemed not well made when i took it out of the package for the cost but so far it has worked well,"['like', 'water', 'pressure', 'different', 'options', 'product', 'seemed', 'well', 'made', 'took', 'package', 'cost', 'far', 'worked', 'well']",1
29981,This is a total rip off do not waste your money it is overpriced,1,StarRating,1 Star,Review,64,0,this is a total rip off do not waste your money it is overpriced,"['total', 'rip', 'waste', 'money', 'overpriced']",-1
15474,I cannot comment on this product at this time as I have not received the product as my first order was “LOST”. i am so disgusted with prime delivery as the last two orders I have made were not delivered and not in the time I was promised. I will not be renewing my membership in “Prime” delivery.,1,StarRating,1 Star,Review,296,0,i cannot comment on this product at this time as i have not received the product as my first order was lost i am so disgusted with prime delivery as the last two orders i have made were not delivered and not in the time i was promised i will not be renewing my membership in prime delivery,"['comment', 'product', 'time', 'received', 'product', 'first', 'order', 'lost', 'disgusted', 'prime', 'delivery', 'last', 'two', 'orders', 'made', 'delivered', 'time', 'promised', 'renewing', 'membership', 'prime', 'delivery']",-1
94903,Didn't fit in the Keurig but I fund a way to make them,3,StarRating,3 Stars,Review,54,0,didnt fit in the keurig but i fund a way to make them,"['didnt', 'fit', 'keurig', 'fund', 'way', 'make']",0
74959,The material is cheap . Will never wear it,2,StarRating,2 Stars,Review,42,0,the material is cheap will never wear it,"['material', 'cheap', 'never', 'wear']",-1
84861,So I ordered the ukulele and it slips alot and the tune never stays the same. I was tuning it with a friend and he was suprised how it sounded nothing like what the note was supposed to sound like.,3,StarRating,3 Stars,Review,197,0,so i ordered the ukulele and it slips alot and the tune never stays the same i was tuning it with a friend and he was suprised how it sounded nothing like what the note was supposed to sound like,"['ordered', 'ukulele', 'slips', 'alot', 'tune', 'never', 'stays', 'tuning', 'friend', 'suprised', 'sounded', 'nothing', 'like', 'note', 'supposed', 'sound', 'like']",0
197321,This is the cutest night light and it's perfect for my God daughter's nursery. I honestly want one for myself!,5,StarRating,5 Stars,Review,110,0,this is the cutest night light and its perfect for my god daughters nursery i honestly want one for myself,"['cutest', 'night', 'light', 'perfect', 'god', 'daughters', 'nursery', 'honestly', 'want', 'one']",1
94396,"These are really pretty and well-packaged, it would make a great gift. I've tried a lot of the tips, (with different thicknesses of icing) with mixed results. The flat tips seem to work as expected but you need to get the hang of getting the flower to release from the tip. The ball-top tips... I just can't get them to work.",3,StarRating,3 Stars,Review,325,0,these are really pretty and wellpackaged it would make a great gift ive tried a lot of the tips with different thicknesses of icing with mixed results the flat tips seem to work as expected but you need to get the hang of getting the flower to release from the tip the balltop tips i just cant get them to work,"['really', 'pretty', 'wellpackaged', 'would', 'make', 'great', 'gift', 'ive', 'tried', 'lot', 'tips', 'different', 'thicknesses', 'icing', 'mixed', 'results', 'flat', 'tips', 'seem', 'work', 'expected', 'need', 'get', 'hang', 'getting', 'flower', 'release', 'tip', 'balltop', 'tips', 'cant', 'get', 'work']",0
196681,Easy to install with proper tools. Item works very well.,5,StarRating,5 Stars,Review,56,0,easy to install with proper tools item works very well,"['easy', 'install', 'proper', 'tools', 'item', 'works', 'well']",1
63047,"Citronella oil was recommended by a camping group I'm in to keep the mosquitoes away. However, it seemed as if they were attracted to this stuff. It certainly didn't repel anything. I moved on and found a lemon/eucalyptus oil repellent that actually works really well.",2,StarRating,2 Stars,Review,268,0,citronella oil was recommended by a camping group im in to keep the mosquitoes away however it seemed as if they were attracted to this stuff it certainly didnt repel anything i moved on and found a lemoneucalyptus oil repellent that actually works really well,"['citronella', 'oil', 'recommended', 'camping', 'group', 'im', 'keep', 'mosquitoes', 'away', 'however', 'seemed', 'attracted', 'stuff', 'certainly', 'didnt', 'repel', 'anything', 'moved', 'found', 'lemoneucalyptus', 'oil', 'repellent', 'actually', 'works', 'really', 'well']",-1
70547,Water pressure is much lower than old shower head and area of spray smaller than I was expecting.,2,StarRating,2 Stars,Review,97,0,water pressure is much lower than old shower head and area of spray smaller than i was expecting,"['water', 'pressure', 'much', 'lower', 'old', 'shower', 'head', 'area', 'spray', 'smaller', 'expecting']",-1
18273,"Received mine yesterday. It does not fit my galaxy s8+ (too big). Compared to other glass protectors I've used, the material is also super thick and not very touch responsive. Returned.",1,StarRating,1 Star,Review,185,0,received mine yesterday it does not fit my galaxy s too big compared to other glass protectors ive used the material is also super thick and not very touch responsive returned,"['received', 'mine', 'yesterday', 'fit', 'galaxy', 'big', 'compared', 'glass', 'protectors', 'ive', 'used', 'material', 'also', 'super', 'thick', 'touch', 'responsive', 'returned']",-1
97577,The left button stick now and then. Would not rebuy. Poor quality.,3,StarRating,3 Stars,Review,66,0,the left button stick now and then would not rebuy poor quality,"['left', 'button', 'stick', 'would', 'rebuy', 'poor', 'quality']",0
181589,purse looks exactly like picture nice material and color. I highly recommend!,5,StarRating,5 Stars,Review,77,0,purse looks exactly like picture nice material and color i highly recommend,"['purse', 'looks', 'exactly', 'like', 'picture', 'nice', 'material', 'color', 'highly', 'recommend']",1
212974,If aliens observed Earth to learn about us\u002c I wish they\u2019d watch the Olympics. Rather than Mardis Gras or the 4th of July...,0,Sentiment,Neutral,Tweet,133,0,if aliens observed earth to learn about usuc i wish theyud watch the olympics rather than mardis gras or the th of july,"['aliens', 'observed', 'earth', 'learn', 'usuc', 'wish', 'theyud', 'watch', 'olympics', 'rather', 'mardis', 'gras', 'th', 'july']",0
253287,"iPhone event recap video tonight, then Transloader for Mac app review on Saturday. Cool content coming up! :)",1,Sentiment,Positive,Tweet,109,0,iphone event recap video tonight then transloader for mac app review on saturday cool content coming up,"['iphone', 'event', 'recap', 'video', 'tonight', 'transloader', 'mac', 'app', 'review', 'saturday', 'cool', 'content', 'coming']",1
133912,"These worked for me for a while and they are GORGEOUS, but maybe 2 weeks in they started breaking. Every single one of them broke. They seemed so durable at first. I was disappointed. My clients loved them.",4,StarRating,4 Stars,Review,206,0,these worked for me for a while and they are gorgeous but maybe weeks in they started breaking every single one of them broke they seemed so durable at first i was disappointed my clients loved them,"['worked', 'gorgeous', 'maybe', 'weeks', 'started', 'breaking', 'every', 'single', 'one', 'broke', 'seemed', 'durable', 'first', 'disappointed', 'clients', 'loved']",1
83112,Loved the first bottle I received. Really helped my face. It bubbles up a little when I put it on my face-almost like there was a small amount of soap in it. But it worked so well for my skin. The company was nice to respond to my concerns and told me many people did not like that part of the product and they had to change their formula. The second bottle isn’t even the same. My skin is not doing as well. It doesn’t suds at all. And it smells like just water. So some people (the many that complained about the first formula- may love this product!) as with all acne products it might work great for some and not so great for others. I’m missing the old one!,3,StarRating,3 Stars,Review,662,0,loved the first bottle i received really helped my face it bubbles up a little when i put it on my facealmost like there was a small amount of soap in it but it worked so well for my skin the company was nice to respond to my concerns and told me many people did not like that part of the product and they had to change their formula the second bottle isnt even the same my skin is not doing as well it doesnt suds at all and it smells like just water so some people the many that complained about the first formula may love this product as with all acne products it might work great for some and not so great for others im missing the old one,"['loved', 'first', 'bottle', 'received', 'really', 'helped', 'face', 'bubbles', 'little', 'put', 'facealmost', 'like', 'small', 'amount', 'soap', 'worked', 'well', 'skin', 'company', 'nice', 'respond', 'concerns', 'told', 'many', 'people', 'like', 'part', 'product', 'change', 'formula', 'second', 'bottle', 'isnt', 'even', 'skin', 'well', 'doesnt', 'suds', 'smells', 'like', 'water', 'people', 'many', 'complained', 'first', 'formula', 'may', 'love', 'product', 'acne', 'products', 'might', 'work', 'great', 'great', 'others', 'im', 'missing', 'old', 'one']",0
92084,"look nice! But it has broken,I want to return",3,StarRating,3 Stars,Review,45,0,look nice but it has brokeni want to return,"['look', 'nice', 'brokeni', 'want', 'return']",0
205239,@pkerns603 one time i sat next to rick santorum and i swear i was polite the whole time,0,Sentiment,Neutral,Tweet,87,0,pkerns one time i sat next to rick santorum and i swear i was polite the whole time,"['pkerns', 'one', 'time', 'sat', 'next', 'rick', 'santorum', 'swear', 'polite', 'whole', 'time']",0
182426,We bought this for my son for Christmas. He LOVES this gun! We've had zero issues with it! Would definitely buy from seller again!,5,StarRating,5 Stars,Review,130,0,we bought this for my son for christmas he loves this gun weve had zero issues with it would definitely buy from seller again,"['bought', 'son', 'christmas', 'loves', 'gun', 'weve', 'zero', 'issues', 'would', 'definitely', 'buy', 'seller']",1
192773,"Stayed on through the entire wedding. A little shiny. Was a very hot and humid day, and these were just perfect.",5,StarRating,5 Stars,Review,112,0,stayed on through the entire wedding a little shiny was a very hot and humid day and these were just perfect,"['stayed', 'entire', 'wedding', 'little', 'shiny', 'hot', 'humid', 'day', 'perfect']",1
229428,Sunday seems to be a bad day for Dustin Johnson to play in majors!! Maybe Mondays will be better.,0,Sentiment,Neutral,Tweet,97,0,sunday seems to be a bad day for dustin johnson to play in majors maybe mondays will be better,"['sunday', 'seems', 'bad', 'day', 'dustin', 'johnson', 'play', 'majors', 'maybe', 'mondays', 'better']",0
102282,Unable to measure any effect on my brain!,3,StarRating,3 Stars,Review,41,0,unable to measure any effect on my brain,"['unable', 'measure', 'effect', 'brain']",0
85109,Nice case. Cut outs are perfect. Wish the case covered the top and bottom edges (it doesn't). Barely know the case is on the phone. Didn't feel this provides much protection on accidental drops so I will look elsewhere.,3,StarRating,3 Stars,Review,219,0,nice case cut outs are perfect wish the case covered the top and bottom edges it doesnt barely know the case is on the phone didnt feel this provides much protection on accidental drops so i will look elsewhere,"['nice', 'case', 'cut', 'outs', 'perfect', 'wish', 'case', 'covered', 'top', 'bottom', 'edges', 'doesnt', 'barely', 'know', 'case', 'phone', 'didnt', 'feel', 'provides', 'much', 'protection', 'accidental', 'drops', 'look', 'elsewhere']",0
159438,I used them to make coasters. Although they are really thin* I loved the final result. *I used two pieces per coaster.,4,StarRating,4 Stars,Review,118,0,i used them to make coasters although they are really thin i loved the final result i used two pieces per coaster,"['used', 'make', 'coasters', 'although', 'really', 'thin', 'loved', 'final', 'result', 'used', 'two', 'pieces', 'per', 'coaster']",1
101066,I loved the watch band however after having it for a few months I noticed that the color started to change to yellow.,3,StarRating,3 Stars,Review,117,0,i loved the watch band however after having it for a few months i noticed that the color started to change to yellow,"['loved', 'watch', 'band', 'however', 'months', 'noticed', 'color', 'started', 'change', 'yellow']",0
216972,@_mongoose just got one me lady!! Waiting on the next!  Merlin incense was a'smoking tonite!!!!!!,1,Sentiment,Positive,Tweet,97,0,_mongoose just got one me lady waiting on the next merlin incense was asmoking tonite,"['_mongoose', 'got', 'one', 'lady', 'waiting', 'next', 'merlin', 'incense', 'asmoking', 'tonite']",1
225366,"The pics were taken on a 2004 Nokia, and it's really blurry and may induce cataracts. Just a heads up.",-1,Sentiment,Negative,Tweet,102,0,the pics were taken on a nokia and its really blurry and may induce cataracts just a heads up,"['pics', 'taken', 'nokia', 'really', 'blurry', 'may', 'induce', 'cataracts', 'heads']",-1
12410,It quit pumping after 2 weeks. Now the pump runs but no soap with come out. I have purchased several of these in the past but this one did not last long at all.,1,StarRating,1 Star,Review,160,0,it quit pumping after weeks now the pump runs but no soap with come out i have purchased several of these in the past but this one did not last long at all,"['quit', 'pumping', 'weeks', 'pump', 'runs', 'soap', 'come', 'purchased', 'several', 'past', 'one', 'last', 'long']",-1
73914,The bar isn't sturdy at all. I'll be returning this item,2,StarRating,2 Stars,Review,56,0,the bar isnt sturdy at all ill be returning this item,"['bar', 'isnt', 'sturdy', 'ill', 'returning', 'item']",-1
101767,Mixed feelings about this item. The plastic clips fall off but go right back on. This is a functional item.,3,StarRating,3 Stars,Review,107,0,mixed feelings about this item the plastic clips fall off but go right back on this is a functional item,"['mixed', 'feelings', 'item', 'plastic', 'clips', 'fall', 'go', 'right', 'back', 'functional', 'item']",0
125536,too small for my body shape - I LOVED the fabric and quality - but I did have to return... Seller was prompt and swift with refund.,4,StarRating,4 Stars,Review,131,0,too small for my body shape i loved the fabric and quality but i did have to return seller was prompt and swift with refund,"['small', 'body', 'shape', 'loved', 'fabric', 'quality', 'return', 'seller', 'prompt', 'swift', 'refund']",1
86583,"There was supposed to be 6 units, but I only received 4 units.",3,StarRating,3 Stars,Review,62,0,there was supposed to be units but i only received units,"['supposed', 'units', 'received', 'units']",0
177080,"This was a Christmas gift for my granddaughter who is working on a Doctorate in Physical Therapy. The watch face is big and super easy to read plus it comes in regular and military time. She loves it, easy to read, time activity or pulse. Great watch.",5,StarRating,5 Stars,Review,251,0,this was a christmas gift for my granddaughter who is working on a doctorate in physical therapy the watch face is big and super easy to read plus it comes in regular and military time she loves it easy to read time activity or pulse great watch,"['christmas', 'gift', 'granddaughter', 'working', 'doctorate', 'physical', 'therapy', 'watch', 'face', 'big', 'super', 'easy', 'read', 'plus', 'comes', 'regular', 'military', 'time', 'loves', 'easy', 'read', 'time', 'activity', 'pulse', 'great', 'watch']",1
43415,This didnt really work for my dog. It vibrated and beeped but did nothing for his barking. Im not sure what it was supposed to do but it didnt work. Im not sure if my dog is just way too hyper but this was a dud for me.,2,StarRating,2 Stars,Review,219,0,this didnt really work for my dog it vibrated and beeped but did nothing for his barking im not sure what it was supposed to do but it didnt work im not sure if my dog is just way too hyper but this was a dud for me,"['didnt', 'really', 'work', 'dog', 'vibrated', 'beeped', 'nothing', 'barking', 'im', 'sure', 'supposed', 'didnt', 'work', 'im', 'sure', 'dog', 'way', 'hyper', 'dud']",-1
142113,"A little smaller than I would like, but very pretty. It will hold most of what I need",4,StarRating,4 Stars,Review,85,0,a little smaller than i would like but very pretty it will hold most of what i need,"['little', 'smaller', 'would', 'like', 'pretty', 'hold', 'need']",1
185627,Easy to set up . Large area view . Perfect !!! Good picture viewing . Bought a second one immediately after I purchased the first one . Attached to my phone so I am able to view when not home . Sends me alerts for motion or sound .,5,StarRating,5 Stars,Review,231,0,easy to set up large area view perfect good picture viewing bought a second one immediately after i purchased the first one attached to my phone so i am able to view when not home sends me alerts for motion or sound,"['easy', 'set', 'large', 'area', 'view', 'perfect', 'good', 'picture', 'viewing', 'bought', 'second', 'one', 'immediately', 'purchased', 'first', 'one', 'attached', 'phone', 'able', 'view', 'home', 'sends', 'alerts', 'motion', 'sound']",1
